,start_time,end_time,hour_period,duration_min,session
2026,2018-07-10 14:49:16,2018-07-10 14:49:26,14:30-15:00,0.167,1
2028,2018-09-26 09:16:08,2018-09-26 09:34:39,09:00-09:30,18.517,1
2029,2017-09-05 16:55:37,2017-09-05 16:56:34,16:30-17:00,0.95,1
2030,2017-07-03 09:31:20,2017-07-03 09:31:41,09:30-10:00,0.35,1
2031,2018-05-07 14:53:55,2018-05-07 14:54:52,14:30-15:00,0.95,1
2037,2018-10-11 21:55:38,2018-10-11 21:59:48,21:30-22:00,4.167,1
2040,2018-09-21 15:33:31,2018-09-21 15:33:41,15:30-16:00,0.167,1
2041,2017-10-10 09:40:31,2017-10-10 09:41:56,09:30-10:00,1.417,1
2042,2018-04-10 13:21:16,2018-04-10 13:21:33,13:00-13:30,0.283,1
2044,2018-02-12 11:40:49,2018-02-12 11:41:09,11:30-12:00,0.333,1
2045,2017-07-13 10:19:34,2017-07-13 10:24:04,10:00-10:30,4.5,1
2046,2017-06-04 13:45:51,2017-06-04 13:46:01,13:30-14:00,0.167,1
2047,2018-10-25 14:00:30,2018-10-25 14:00:40,14:00-14:30,0.167,1
2048,2018-08-20 06:32:05,2018-08-20 06:33:55,06:30-07:00,1.833,1
2049,2017-07-12 11:26:16,2017-07-12 11:26:26,11:00-11:30,0.167,1
2050,2017-11-03 20:18:21,2017-11-03 20:28:32,20:00-20:30,10.183,1
2051,2018-06-02 08:53:03,2018-06-02 08:55:53,08:30-09:00,2.833,1
2054,2018-05-19 08:03:17,2018-05-19 08:03:27,08:00-08:30,0.167,1
2056,2018-11-22 16:46:25,2018-11-22 16:48:39,16:30-17:00,2.233,1
2057,2018-01-10 20:57:40,2018-01-10 21:01:50,20:30-21:00,4.167,1
2058,2018-08-08 11:06:29,2018-08-08 11:06:59,11:00-11:30,0.5,1
2059,2018-02-13 10:28:19,2018-02-13 10:28:38,10:00-10:30,0.317,1
2060,2018-01-09 20:54:09,2018-01-09 20:57:59,20:30-21:00,3.833,1
2061,2017-08-19 14:38:22,2017-08-19 14:41:12,14:30-15:00,2.833,1
2062,2018-05-11 16:05:27,2018-05-11 16:05:37,16:00-16:30,0.167,1
2063,2018-08-06 19:04:21,2018-08-06 19:09:11,19:00-19:30,4.833,1
2065,2018-04-12 09:31:00,2018-04-12 09:33:10,09:30-10:00,2.167,1
2066,2017-06-07 16:27:40,2017-06-07 16:34:25,16:00-16:30,6.75,1
2067,2018-01-06 12:51:42,2018-01-06 12:51:47,12:30-13:00,0.083,1
2070,2018-01-13 18:21:01,2018-01-13 18:21:11,18:00-18:30,0.167,1
2071,2018-05-29 21:04:51,2018-05-29 21:05:01,21:00-21:30,0.167,1
2074,2018-02-07 18:17:34,2018-02-07 18:30:05,18:00-18:30,12.517,1
2075,2018-03-03 18:23:34,2018-03-03 18:25:41,18:00-18:30,2.117,1
2076,2018-04-16 18:34:49,2018-04-16 18:35:36,18:30-19:00,0.783,1
2077,2017-11-25 19:41:17,2017-11-25 19:43:26,19:30-20:00,2.15,1
2078,2018-07-09 09:45:37,2018-07-09 09:52:37,09:30-10:00,7.0,1
2079,2018-03-26 19:34:53,2018-03-26 19:34:58,19:30-20:00,0.083,1
2080,2017-11-20 16:24:47,2017-11-20 16:24:49,16:00-16:30,0.033,1
2081,2018-01-15 13:49:32,2018-01-15 13:49:42,13:30-14:00,0.167,1
2082,2017-10-11 10:30:36,2017-10-11 10:30:46,10:30-11:00,0.167,1
2085,2018-09-15 21:10:31,2018-09-15 21:11:40,21:00-21:30,1.15,1
2086,2018-05-28 04:16:14,2018-05-28 04:16:16,04:00-04:30,0.033,1
2087,2018-01-21 18:59:02,2018-01-21 19:00:02,18:30-19:00,1.0,1
2089,2018-11-09 17:16:10,2018-11-09 17:16:19,17:00-17:30,0.15,1
2090,2018-10-08 20:11:21,2018-10-08 20:13:41,20:00-20:30,2.333,1
2091,2018-03-19 16:48:18,2018-03-19 16:49:56,16:30-17:00,1.633,1
2092,2018-09-24 18:48:45,2018-09-24 18:48:55,18:30-19:00,0.167,1
2093,2018-02-01 18:18:30,2018-02-01 18:18:40,18:00-18:30,0.167,1
2094,2017-11-04 11:37:11,2017-11-04 11:39:41,11:30-12:00,2.5,1
2096,2018-01-25 15:22:26,2018-01-25 15:22:44,15:00-15:30,0.3,1
2097,2017-12-19 21:12:37,2017-12-19 21:13:27,21:00-21:30,0.833,1
2099,2018-05-25 22:51:17,2018-05-25 22:51:37,22:30-23:00,0.333,1
2101,2018-04-11 17:45:20,2018-04-11 17:45:30,17:30-18:00,0.167,1
2102,2018-07-15 08:07:09,2018-07-15 08:09:13,08:00-08:30,2.067,1
2104,2018-08-25 19:12:22,2018-08-25 19:12:32,19:00-19:30,0.167,1
2106,2018-07-03 21:06:22,2018-07-03 21:06:52,21:00-21:30,0.5,1
2107,2018-05-02 07:32:27,2018-05-02 07:32:38,07:30-08:00,0.183,1
2109,2018-02-18 22:14:33,2018-02-18 22:14:43,22:00-22:30,0.167,1
2110,2018-12-19 21:06:25,2018-12-19 21:06:45,21:00-21:30,0.333,1
2112,2018-06-12 15:35:20,2018-06-12 15:35:35,15:30-16:00,0.25,1
2113,2018-07-02 10:01:47,2018-07-02 10:01:52,10:00-10:30,0.083,1
2114,2018-11-24 16:27:29,2018-11-24 16:27:39,16:00-16:30,0.167,1
2115,2017-09-02 19:47:06,2017-09-02 19:51:06,19:30-20:00,4.0,1
2116,2017-07-08 14:39:13,2017-07-08 14:40:53,14:30-15:00,1.667,1
2117,2018-05-03 08:18:28,2018-05-03 08:18:46,08:00-08:30,0.3,1
2118,2018-11-02 09:31:21,2018-11-02 09:33:03,09:30-10:00,1.7,1
2120,2017-12-13 14:00:24,2017-12-13 14:00:34,14:00-14:30,0.167,1
2121,2018-04-26 08:37:01,2018-04-26 08:38:11,08:30-09:00,1.167,1
2122,2017-11-30 15:49:38,2017-11-30 15:49:48,15:30-16:00,0.167,1
2123,2017-08-11 16:19:07,2017-08-11 16:21:21,16:00-16:30,2.233,1
2124,2018-08-15 07:30:37,2018-08-15 07:32:16,07:30-08:00,1.65,1
2125,2017-10-05 14:36:45,2017-10-05 14:36:55,14:30-15:00,0.167,1
2126,2017-10-15 20:25:45,2017-10-15 20:26:05,20:00-20:30,0.333,1
2127,2017-11-30 04:52:43,2017-11-30 04:52:46,04:30-05:00,0.05,1
2128,2017-11-03 21:38:45,2017-11-03 21:38:55,21:30-22:00,0.167,1
2129,2018-09-08 21:09:54,2018-09-08 21:10:04,21:00-21:30,0.167,1
2131,2017-07-17 14:26:20,2017-07-17 14:33:21,14:00-14:30,7.017,1
2134,2018-02-19 20:44:29,2018-02-19 20:44:39,20:30-21:00,0.167,1
2135,2018-09-12 06:15:25,2018-09-12 06:19:05,06:00-06:30,3.667,1
2136,2018-01-05 16:10:03,2018-01-05 16:10:13,16:00-16:30,0.167,1
2137,2018-01-15 18:06:57,2018-01-15 18:08:07,18:00-18:30,1.167,1
2138,2018-01-23 19:53:33,2018-01-23 19:54:23,19:30-20:00,0.833,1
2139,2018-05-24 06:10:29,2018-05-24 06:11:19,06:00-06:30,0.833,1
2140,2018-10-31 13:21:51,2018-10-31 13:22:08,13:00-13:30,0.283,1
2141,2017-09-03 09:48:32,2017-09-03 09:49:30,09:30-10:00,0.967,1
2143,2018-10-11 08:01:48,2018-10-11 08:02:59,08:00-08:30,1.183,1
2144,2018-07-16 17:35:34,2018-07-16 17:36:15,17:30-18:00,0.683,1
2145,2018-05-21 15:37:20,2018-05-21 15:37:30,15:30-16:00,0.167,1
2146,2017-08-24 11:28:41,2017-08-24 11:31:41,11:00-11:30,3.0,1
2149,2017-09-12 10:50:00,2017-09-12 10:50:10,10:30-11:00,0.167,1
2151,2017-07-12 17:02:45,2017-07-12 17:02:55,17:00-17:30,0.167,1
2152,2018-06-06 21:23:38,2018-06-06 21:25:36,21:00-21:30,1.967,1
2153,2018-10-22 17:17:02,2018-10-22 17:17:52,17:00-17:30,0.833,1
2154,2018-09-27 14:06:53,2018-09-27 14:09:56,14:00-14:30,3.05,1
2155,2018-09-16 09:56:58,2018-09-16 09:58:32,09:30-10:00,1.567,1
2156,2018-09-04 07:59:40,2018-09-04 07:59:43,07:30-08:00,0.05,1
2158,2018-11-06 15:33:50,2018-11-06 15:34:00,15:30-16:00,0.167,1
2159,2018-05-27 13:43:18,2018-05-27 13:47:58,13:30-14:00,4.667,1
2160,2017-12-08 20:33:38,2017-12-08 20:33:47,20:30-21:00,0.15,1
2162,2017-12-31 01:14:58,2017-12-31 01:16:26,01:00-01:30,1.467,1
2163,2017-08-29 15:32:43,2017-08-29 15:34:43,15:30-16:00,2.0,1
2164,2018-04-16 13:21:48,2018-04-16 13:22:38,13:00-13:30,0.833,1
2165,2018-08-24 13:11:17,2018-08-24 13:11:25,13:00-13:30,0.133,1
2168,2018-01-15 12:26:45,2018-01-15 12:31:29,12:00-12:30,4.733,1
2169,2018-06-08 17:46:18,2018-06-08 17:46:58,17:30-18:00,0.667,1
2172,2018-08-09 10:05:18,2018-08-09 10:05:28,10:00-10:30,0.167,1
2174,2018-10-08 20:42:53,2018-10-08 20:43:01,20:30-21:00,0.133,1
2175,2018-11-12 15:09:23,2018-11-12 15:09:33,15:00-15:30,0.167,1
2177,2018-07-12 15:53:50,2018-07-12 15:54:00,15:30-16:00,0.167,1
2178,2018-12-12 10:01:18,2018-12-12 10:01:28,10:00-10:30,0.167,1
2179,2018-03-05 12:57:06,2018-03-05 12:57:16,12:30-13:00,0.167,1
2181,2017-11-25 23:03:00,2017-11-25 23:04:20,23:00-23:30,1.333,1
2182,2017-10-01 10:50:58,2017-10-01 10:54:58,10:30-11:00,4.0,1
2183,2018-03-09 10:44:59,2018-03-09 10:45:09,10:30-11:00,0.167,1
2184,2018-09-09 12:25:52,2018-09-09 12:38:43,12:00-12:30,12.85,1
2185,2018-10-03 08:35:00,2018-10-03 08:35:30,08:30-09:00,0.5,1
2186,2017-11-13 13:34:03,2017-11-13 13:34:37,13:30-14:00,0.567,1
2187,2017-12-29 11:20:18,2017-12-29 11:22:28,11:00-11:30,2.167,1
2188,2017-09-20 17:43:06,2017-09-20 17:45:16,17:30-18:00,2.167,1
2190,2018-06-01 13:58:55,2018-06-01 13:59:05,13:30-14:00,0.167,1
2191,2017-09-27 11:31:38,2017-09-27 11:33:33,11:30-12:00,1.917,1
2192,2018-03-21 19:32:18,2018-03-21 19:34:39,19:30-20:00,2.35,1
2196,2017-08-02 07:17:44,2017-08-02 07:18:24,07:00-07:30,0.667,1
2199,2017-10-06 03:23:19,2017-10-06 03:27:09,03:00-03:30,3.833,1
2200,2018-04-18 14:37:44,2018-04-18 14:38:35,14:30-15:00,0.85,1
2201,2017-08-22 09:10:29,2017-08-22 09:26:08,09:00-09:30,15.65,1
2202,2017-06-06 18:13:50,2017-06-06 18:14:00,18:00-18:30,0.167,1
2203,2018-01-14 09:21:07,2018-01-14 09:21:47,09:00-09:30,0.667,1
2204,2018-09-16 10:58:52,2018-09-16 10:59:12,10:30-11:00,0.333,1
2205,2018-01-16 09:26:41,2018-01-16 09:29:51,09:00-09:30,3.167,1
2206,2017-12-04 23:17:19,2017-12-04 23:20:49,23:00-23:30,3.5,1
2207,2018-03-30 21:44:49,2018-03-30 21:50:29,21:30-22:00,5.667,1
2208,2017-11-26 12:18:28,2017-11-26 12:18:48,12:00-12:30,0.333,1
2209,2018-01-15 07:59:52,2018-01-15 08:01:02,07:30-08:00,1.167,1
2211,2017-08-16 12:03:26,2017-08-16 12:03:46,12:00-12:30,0.333,1
2214,2018-08-14 15:17:27,2018-08-14 15:17:37,15:00-15:30,0.167,1
2215,2018-11-09 11:53:16,2018-11-09 11:54:46,11:30-12:00,1.5,1
2216,2018-12-18 08:30:57,2018-12-18 08:35:17,08:30-09:00,4.333,1
2217,2018-12-04 21:07:07,2018-12-04 21:08:17,21:00-21:30,1.167,1
2218,2018-10-21 19:51:02,2018-10-21 19:51:32,19:30-20:00,0.5,1
2219,2017-08-01 10:21:58,2017-08-01 10:22:01,10:00-10:30,0.05,1
2220,2017-12-06 18:25:51,2017-12-06 18:27:11,18:00-18:30,1.333,1
2222,2018-08-01 18:40:43,2018-08-01 18:42:16,18:30-19:00,1.55,1
2223,2018-07-20 16:49:05,2018-07-20 16:49:25,16:30-17:00,0.333,1
2224,2017-12-12 11:15:07,2017-12-12 11:15:17,11:00-11:30,0.167,1
2225,2018-07-24 08:02:23,2018-07-24 08:03:43,08:00-08:30,1.333,1
2227,2017-08-11 10:03:36,2017-08-11 10:07:06,10:00-10:30,3.5,1
2228,2018-04-27 17:41:37,2018-04-27 17:42:37,17:30-18:00,1.0,1
2229,2018-01-29 21:42:26,2018-01-29 21:42:46,21:30-22:00,0.333,1
2230,2017-12-16 04:04:11,2017-12-16 04:04:31,04:00-04:30,0.333,1
2232,2018-08-17 11:29:16,2018-08-17 11:29:31,11:00-11:30,0.25,1
2234,2017-11-27 22:46:48,2017-11-27 22:56:59,22:30-23:00,10.183,1
2236,2018-08-24 13:11:51,2018-08-24 13:12:00,13:00-13:30,0.15,1
2237,2017-12-27 19:44:16,2017-12-27 19:44:26,19:30-20:00,0.167,1
2238,2017-12-28 04:01:38,2017-12-28 04:01:58,04:00-04:30,0.333,1
2239,2017-11-04 11:04:21,2017-11-04 11:04:26,11:00-11:30,0.083,1
2240,2018-04-26 08:32:24,2018-04-26 08:32:44,08:30-09:00,0.333,1
2241,2018-09-24 12:28:03,2018-09-24 12:29:44,12:00-12:30,1.683,1
2242,2017-10-14 13:08:50,2017-10-14 13:21:41,13:00-13:30,12.85,1
2243,2018-01-08 15:54:00,2018-01-08 15:54:10,15:30-16:00,0.167,1
2244,2018-10-06 14:15:06,2018-10-06 14:15:50,14:00-14:30,0.733,1
2245,2017-11-12 16:14:51,2017-11-12 16:39:02,16:00-16:30,24.183,1
2246,2018-06-17 16:47:37,2018-06-17 16:50:17,16:30-17:00,2.667,1
2247,2017-08-31 08:15:10,2017-08-31 08:16:30,08:00-08:30,1.333,1
2248,2017-06-08 21:01:29,2017-06-08 21:02:39,21:00-21:30,1.167,1
2249,2018-03-22 09:39:56,2018-03-22 09:40:06,09:30-10:00,0.167,1
2250,2018-12-18 07:33:27,2018-12-18 07:34:07,07:30-08:00,0.667,1
2251,2018-10-22 20:43:15,2018-10-22 20:44:35,20:30-21:00,1.333,1
2254,2017-08-02 20:35:38,2017-08-02 20:37:00,20:30-21:00,1.367,1
2255,2017-09-09 14:42:03,2017-09-09 14:42:53,14:30-15:00,0.833,1
2256,2018-09-12 16:03:55,2018-09-12 16:05:15,16:00-16:30,1.333,1
2257,2018-01-08 23:34:34,2018-01-08 23:36:04,23:30-24:00,1.5,1
2258,2017-08-20 15:43:23,2017-08-20 15:43:33,15:30-16:00,0.167,1
2259,2018-05-04 15:08:07,2018-05-04 15:09:17,15:00-15:30,1.167,1
2260,2018-02-08 10:11:31,2018-02-08 10:12:01,10:00-10:30,0.5,1
2261,2018-07-10 15:37:26,2018-07-10 15:37:34,15:30-16:00,0.133,1
2262,2017-09-09 03:25:23,2017-09-09 03:25:33,03:00-03:30,0.167,1
2263,2018-12-14 06:07:20,2018-12-14 06:07:50,06:00-06:30,0.5,1
2265,2018-12-21 14:08:15,2018-12-21 14:11:52,14:00-14:30,3.617,1
2266,2017-08-09 12:38:00,2017-08-09 12:44:31,12:30-13:00,6.517,1
2268,2017-09-08 22:52:57,2017-09-08 22:53:14,22:30-23:00,0.283,1
2270,2017-12-07 07:21:44,2017-12-07 07:21:47,07:00-07:30,0.05,1
2271,2018-10-15 15:50:37,2018-10-15 15:50:53,15:30-16:00,0.267,1
2272,2018-01-01 04:54:03,2018-01-01 04:55:13,04:30-05:00,1.167,1
2273,2018-01-26 10:55:32,2018-01-26 10:55:39,10:30-11:00,0.117,1
2274,2018-07-30 08:43:41,2018-07-30 08:54:12,08:30-09:00,10.517,1
2276,2018-12-21 13:02:33,2018-12-21 13:02:39,13:00-13:30,0.1,1
2277,2017-07-22 00:46:34,2017-07-22 00:46:54,00:30-01:00,0.333,1
2279,2018-06-01 16:24:02,2018-06-01 16:24:08,16:00-16:30,0.1,1
2280,2018-08-16 14:41:13,2018-08-16 14:41:43,14:30-15:00,0.5,1
2282,2018-07-31 07:47:37,2018-07-31 07:48:07,07:30-08:00,0.5,1
2284,2017-09-22 09:29:28,2017-09-22 09:29:38,09:00-09:30,0.167,1
2285,2018-08-27 17:04:18,2018-08-27 17:04:34,17:00-17:30,0.267,1
2287,2018-03-13 12:03:57,2018-03-13 12:05:07,12:00-12:30,1.167,1
2288,2017-12-17 18:37:23,2017-12-17 18:37:38,18:30-19:00,0.25,1
2290,2018-02-24 18:31:01,2018-02-24 18:33:00,18:30-19:00,1.983,1
2292,2018-07-20 20:52:51,2018-07-20 20:53:01,20:30-21:00,0.167,1
2293,2018-08-31 20:01:17,2018-08-31 20:01:27,20:00-20:30,0.167,1
2294,2017-06-04 20:44:41,2017-06-04 20:46:00,20:30-21:00,1.317,1
2295,2018-08-11 17:15:30,2018-08-11 17:15:45,17:00-17:30,0.25,1
2296,2017-10-16 19:54:42,2017-10-16 19:54:52,19:30-20:00,0.167,1
2297,2017-11-11 19:35:37,2017-11-11 19:36:57,19:30-20:00,1.333,1
2298,2018-10-14 10:11:42,2018-10-14 10:12:12,10:00-10:30,0.5,1
2299,2018-07-16 11:27:32,2018-07-16 11:31:13,11:00-11:30,3.683,1
2300,2017-08-12 23:39:54,2017-08-12 23:41:42,23:30-24:00,1.8,1
2301,2017-12-10 21:55:01,2017-12-10 21:56:01,21:30-22:00,1.0,1
2303,2017-10-05 17:19:56,2017-10-05 17:21:26,17:00-17:30,1.5,1
2305,2018-11-06 09:30:34,2018-11-06 09:30:44,09:30-10:00,0.167,1
2307,2018-09-03 08:29:49,2018-09-03 08:30:04,08:00-08:30,0.25,1
2308,2017-08-29 20:42:13,2017-08-29 20:42:43,20:30-21:00,0.5,1
2309,2018-07-10 10:23:52,2018-07-10 10:24:02,10:00-10:30,0.167,1
2310,2017-12-10 21:47:00,2017-12-10 21:49:00,21:30-22:00,2.0,1
2311,2017-08-05 18:09:51,2017-08-05 18:10:11,18:00-18:30,0.333,1
2312,2017-09-11 12:48:16,2017-09-11 12:48:36,12:30-13:00,0.333,1
2314,2017-10-06 22:18:32,2017-10-06 22:19:00,22:00-22:30,0.467,1
2315,2017-11-19 18:25:13,2017-11-19 18:25:32,18:00-18:30,0.317,1
2316,2018-02-27 15:56:54,2018-02-27 15:57:04,15:30-16:00,0.167,1
2318,2018-01-02 20:20:26,2018-01-02 20:20:36,20:00-20:30,0.167,1
2319,2018-06-15 20:14:13,2018-06-15 20:14:23,20:00-20:30,0.167,1
2320,2017-12-15 21:28:03,2017-12-15 21:28:05,21:00-21:30,0.033,1
2321,2017-09-21 06:53:32,2017-09-21 06:53:42,06:30-07:00,0.167,1
2323,2017-12-26 16:53:21,2017-12-26 16:53:23,16:30-17:00,0.033,1
2324,2017-12-27 10:21:54,2017-12-27 10:22:04,10:00-10:30,0.167,1
2325,2018-01-20 15:11:00,2018-01-20 15:13:14,15:00-15:30,2.233,1
2326,2018-08-02 06:28:40,2018-08-02 06:28:50,06:00-06:30,0.167,1
2327,2018-11-29 07:43:08,2018-11-29 07:43:28,07:30-08:00,0.333,1
2329,2018-01-20 22:06:01,2018-01-20 22:06:08,22:00-22:30,0.117,1
2330,2018-12-12 10:03:08,2018-12-12 10:04:18,10:00-10:30,1.167,1
2333,2018-01-13 12:01:31,2018-01-13 12:01:51,12:00-12:30,0.333,1
2334,2018-09-21 11:58:57,2018-09-21 11:59:57,11:30-12:00,1.0,1
2335,2018-06-14 06:31:50,2018-06-14 06:32:10,06:30-07:00,0.333,1
2336,2018-08-25 23:35:26,2018-08-25 23:38:03,23:30-24:00,2.617,1
2337,2017-07-11 11:14:11,2017-07-11 11:14:24,11:00-11:30,0.217,1
2338,2017-07-07 10:22:51,2017-07-07 10:23:01,10:00-10:30,0.167,1
2339,2018-06-02 21:58:58,2018-06-02 21:59:18,21:30-22:00,0.333,1
2340,2018-10-06 09:10:22,2018-10-06 09:13:21,09:00-09:30,2.983,1
2341,2018-01-02 18:48:16,2018-01-02 18:48:36,18:30-19:00,0.333,1
2342,2017-10-19 19:23:48,2017-10-19 19:24:38,19:00-19:30,0.833,1
2343,2017-09-29 11:27:12,2017-09-29 11:27:52,11:00-11:30,0.667,1
2344,2017-12-07 14:09:15,2017-12-07 14:10:15,14:00-14:30,1.0,1
2345,2017-08-15 07:36:31,2017-08-15 07:37:51,07:30-08:00,1.333,1
2346,2018-11-04 17:37:47,2018-11-04 17:38:03,17:30-18:00,0.267,1
2347,2018-09-02 11:51:42,2018-09-02 11:52:02,11:30-12:00,0.333,1
2348,2018-12-03 23:26:02,2018-12-03 23:32:43,23:00-23:30,6.683,1
2349,2017-11-20 14:12:13,2017-11-20 14:12:23,14:00-14:30,0.167,1
2350,2018-09-28 07:33:35,2018-09-28 07:34:45,07:30-08:00,1.167,1
2351,2017-09-20 21:27:14,2017-09-20 21:30:34,21:00-21:30,3.333,1
2352,2018-07-07 08:16:05,2018-07-07 08:17:45,08:00-08:30,1.667,1
2353,2018-01-15 19:33:18,2018-01-15 19:33:28,19:30-20:00,0.167,1
2355,2017-11-14 21:27:53,2017-11-14 21:28:03,21:00-21:30,0.167,1
2356,2018-12-04 10:27:41,2018-12-04 10:28:32,10:00-10:30,0.85,1
2357,2018-03-21 19:37:25,2018-03-21 19:39:15,19:30-20:00,1.833,1
2358,2017-09-21 19:01:40,2017-09-21 19:03:00,19:00-19:30,1.333,1
2359,2017-12-27 13:21:43,2017-12-27 13:21:49,13:00-13:30,0.1,1
2360,2017-08-11 00:52:44,2017-08-11 00:53:52,00:30-01:00,1.133,1
2361,2017-08-09 21:20:20,2017-08-09 21:24:21,21:00-21:30,4.017,1
2362,2018-01-06 20:25:10,2018-01-06 20:26:40,20:00-20:30,1.5,1
2363,2017-10-27 19:46:13,2017-10-27 19:46:23,19:30-20:00,0.167,1
2364,2018-08-27 20:18:12,2018-08-27 20:18:25,20:00-20:30,0.217,1
2365,2018-02-07 17:41:28,2018-02-07 17:42:58,17:30-18:00,1.5,1
2366,2018-06-14 11:12:44,2018-06-14 11:13:04,11:00-11:30,0.333,1
2367,2018-01-14 12:00:44,2018-01-14 12:00:54,12:00-12:30,0.167,1
2368,2017-11-07 18:51:51,2017-11-07 18:52:56,18:30-19:00,1.083,1
2370,2018-07-08 16:04:06,2018-07-08 16:04:16,16:00-16:30,0.167,1
2371,2017-11-27 21:19:01,2017-11-27 21:19:21,21:00-21:30,0.333,1
2373,2018-01-30 21:51:37,2018-01-30 21:52:58,21:30-22:00,1.35,1
2374,2018-11-23 06:04:51,2018-11-23 06:05:54,06:00-06:30,1.05,1
2375,2018-12-11 08:12:42,2018-12-11 08:12:55,08:00-08:30,0.217,1
2376,2018-05-04 15:03:55,2018-05-04 15:03:59,15:00-15:30,0.067,1
2377,2018-02-27 19:21:04,2018-02-27 19:21:54,19:00-19:30,0.833,1
2378,2017-07-07 19:32:53,2017-07-07 19:33:00,19:30-20:00,0.117,1
2379,2017-07-20 17:43:12,2017-07-20 17:43:22,17:30-18:00,0.167,1
2382,2017-12-09 19:19:19,2017-12-09 19:19:39,19:00-19:30,0.333,1
2383,2018-08-20 06:03:37,2018-08-20 06:07:28,06:00-06:30,3.85,1
2385,2018-01-20 21:35:38,2018-01-20 21:35:48,21:30-22:00,0.167,1
2386,2018-09-16 17:23:22,2018-09-16 17:23:23,17:00-17:30,0.017,1
2387,2017-09-27 17:36:55,2017-09-27 17:37:12,17:30-18:00,0.283,1
2388,2017-11-25 19:04:46,2017-11-25 19:05:06,19:00-19:30,0.333,1
2389,2018-05-16 16:39:57,2018-05-16 16:40:07,16:30-17:00,0.167,1
2390,2017-10-15 04:45:13,2017-10-15 04:45:33,04:30-05:00,0.333,1
2391,2017-10-20 16:52:50,2017-10-20 16:54:30,16:30-17:00,1.667,1
2396,2017-09-03 00:20:15,2017-09-03 00:20:48,00:00-00:30,0.55,1
2397,2018-08-14 11:38:32,2018-08-14 11:38:58,11:30-12:00,0.433,1
2398,2017-10-19 18:32:04,2017-10-19 18:38:54,18:30-19:00,6.833,1
2399,2017-10-19 14:24:47,2017-10-19 14:24:57,14:00-14:30,0.167,1
2400,2018-06-23 08:50:12,2018-06-23 08:51:09,08:30-09:00,0.95,1
2401,2018-11-15 15:42:06,2018-11-15 15:42:13,15:30-16:00,0.117,1
2403,2018-04-27 08:58:02,2018-04-27 08:58:12,08:30-09:00,0.167,1
2404,2018-04-25 06:47:34,2018-04-25 06:47:54,06:30-07:00,0.333,1
2405,2018-03-10 13:44:24,2018-03-10 13:44:31,13:30-14:00,0.117,1
2406,2017-12-05 16:30:04,2017-12-05 16:31:23,16:30-17:00,1.317,1
2407,2017-08-09 19:58:34,2017-08-09 19:58:50,19:30-20:00,0.267,1
2409,2018-09-08 12:11:54,2018-09-08 12:12:04,12:00-12:30,0.167,1
2410,2018-07-21 10:27:54,2018-07-21 10:30:02,10:00-10:30,2.133,1
2411,2018-12-03 17:15:21,2018-12-03 17:15:31,17:00-17:30,0.167,1
2412,2017-11-10 08:01:51,2017-11-10 08:03:41,08:00-08:30,1.833,1
2413,2018-04-27 08:34:02,2018-04-27 08:35:52,08:30-09:00,1.833,1
2414,2018-10-15 14:32:35,2018-10-15 14:32:43,14:30-15:00,0.133,1
2415,2017-08-31 19:14:53,2017-08-31 19:15:03,19:00-19:30,0.167,1
2417,2018-03-19 15:57:49,2018-03-19 15:58:27,15:30-16:00,0.633,1
2418,2017-07-20 17:26:52,2017-07-20 17:28:05,17:00-17:30,1.217,1
2419,2018-12-18 18:30:54,2018-12-18 18:31:02,18:30-19:00,0.133,1
2420,2017-07-22 15:57:04,2017-07-22 15:57:10,15:30-16:00,0.1,1
2421,2018-06-20 15:29:47,2018-06-20 15:29:49,15:00-15:30,0.033,1
2422,2017-12-09 06:18:39,2017-12-09 06:18:44,06:00-06:30,0.083,1
2423,2018-09-06 11:17:45,2018-09-06 11:17:54,11:00-11:30,0.15,1
2424,2018-04-26 12:08:43,2018-04-26 12:12:35,12:00-12:30,3.867,1
2425,2017-11-05 12:46:14,2017-11-05 12:46:27,12:30-13:00,0.217,1
2426,2017-12-12 15:35:25,2017-12-12 15:35:45,15:30-16:00,0.333,1
2427,2018-07-27 09:55:44,2018-07-27 09:57:02,09:30-10:00,1.3,1
2428,2017-11-19 18:28:41,2017-11-19 18:28:51,18:00-18:30,0.167,1
2429,2018-06-20 19:16:58,2018-06-20 19:17:08,19:00-19:30,0.167,1
2430,2018-08-28 15:46:20,2018-08-28 15:46:30,15:30-16:00,0.167,1
2431,2017-07-18 10:43:23,2017-07-18 10:44:19,10:30-11:00,0.933,1
2432,2018-02-07 15:45:25,2018-02-07 15:49:25,15:30-16:00,4.0,1
2433,2018-11-22 21:18:55,2018-11-22 21:22:57,21:00-21:30,4.033,1
2434,2018-09-09 21:13:50,2018-09-09 21:14:00,21:00-21:30,0.167,1
2436,2018-09-07 19:43:37,2018-09-07 19:51:24,19:30-20:00,7.783,1
2437,2018-05-09 20:33:23,2018-05-09 20:33:53,20:30-21:00,0.5,1
2438,2018-01-26 15:25:12,2018-01-26 15:25:32,15:00-15:30,0.333,1
2439,2018-09-20 06:11:30,2018-09-20 06:13:31,06:00-06:30,2.017,1
2440,2018-05-11 18:15:44,2018-05-11 18:15:54,18:00-18:30,0.167,1
2441,2018-08-06 20:32:51,2018-08-06 20:33:21,20:30-21:00,0.5,1
2442,2018-09-26 17:24:58,2018-09-26 17:25:08,17:00-17:30,0.167,1
2443,2017-09-11 17:45:33,2017-09-11 17:45:43,17:30-18:00,0.167,1
