,user_id,month,hour_period,30min sessions,session_group
121,389,Dec,12:30-13:00,5.0,high
122,389,Dec,13:00-13:30,10.0,extreme
123,389,Dec,13:30-14:00,7.0,extreme
124,389,Dec,14:00-14:30,6.0,high
125,389,Dec,14:30-15:00,5.0,high
126,389,Dec,15:00-15:30,7.0,extreme
127,389,Dec,15:30-16:00,3.0,high
128,389,Dec,16:00-16:30,9.0,extreme
129,389,Dec,16:30-17:00,8.0,extreme
130,389,Dec,17:00-17:30,6.0,high
131,389,Dec,17:30-18:00,5.0,high
132,389,Dec,18:00-18:30,8.0,extreme
133,389,Dec,18:30-19:00,8.0,extreme
134,389,Dec,19:00-19:30,8.0,extreme
135,389,Dec,19:30-20:00,4.0,high
136,389,Dec,20:00-20:30,10.0,extreme
137,389,Dec,20:30-21:00,5.0,high
138,389,Dec,21:00-21:30,11.0,extreme
139,389,Dec,21:30-22:00,5.0,high
140,389,Dec,22:00-22:30,3.0,high
141,389,Dec,22:30-23:00,6.0,high
142,389,Dec,23:00-23:30,3.0,high
143,389,Dec,23:30-24:00,0.0,low
144,389,Feb,00:00-00:30,0.0,low
145,389,Feb,00:30-01:00,0.0,low
146,389,Feb,01:00-01:30,0.0,low
147,389,Feb,01:30-02:00,1.0,mid
148,389,Feb,02:00-02:30,0.0,low
149,389,Feb,02:30-03:00,0.0,low
150,389,Feb,03:00-03:30,0.0,low
151,389,Feb,03:30-04:00,0.0,low
152,389,Feb,04:00-04:30,0.0,low
153,389,Feb,04:30-05:00,2.0,high
154,389,Feb,05:00-05:30,0.0,low
155,389,Feb,05:30-06:00,0.0,low
156,389,Feb,06:00-06:30,0.0,low
157,389,Feb,06:30-07:00,0.0,low
158,389,Feb,07:00-07:30,1.0,mid
159,389,Feb,07:30-08:00,2.0,high
160,389,Feb,08:00-08:30,0.0,low
161,389,Feb,08:30-09:00,0.0,low
162,389,Feb,09:00-09:30,0.0,low
163,389,Feb,09:30-10:00,1.0,mid
164,389,Feb,10:00-10:30,3.0,high
165,389,Feb,10:30-11:00,4.0,high
166,389,Feb,11:00-11:30,3.0,high
167,389,Feb,11:30-12:00,4.0,high
168,389,Feb,12:00-12:30,3.0,high
169,389,Feb,12:30-13:00,3.0,high
170,389,Feb,13:00-13:30,0.0,low
171,389,Feb,13:30-14:00,1.0,mid
172,389,Feb,14:00-14:30,1.0,mid
173,389,Feb,14:30-15:00,1.0,mid
174,389,Feb,15:00-15:30,3.0,high
175,389,Feb,15:30-16:00,4.0,high
176,389,Feb,16:00-16:30,0.0,low
177,389,Feb,16:30-17:00,4.0,high
178,389,Feb,17:00-17:30,3.0,high
179,389,Feb,17:30-18:00,1.0,mid
180,389,Feb,18:00-18:30,3.0,high
181,389,Feb,18:30-19:00,4.0,high
182,389,Feb,19:00-19:30,3.0,high
183,389,Feb,19:30-20:00,2.0,high
184,389,Feb,20:00-20:30,2.0,high
185,389,Feb,20:30-21:00,2.0,high
186,389,Feb,21:00-21:30,1.0,mid
187,389,Feb,21:30-22:00,2.0,high
188,389,Feb,22:00-22:30,4.0,high
189,389,Feb,22:30-23:00,0.0,low
190,389,Feb,23:00-23:30,0.0,low
191,389,Feb,23:30-24:00,0.0,low
192,389,Jan,00:00-00:30,0.0,low
193,389,Jan,00:30-01:00,1.0,mid
194,389,Jan,01:00-01:30,1.0,mid
195,389,Jan,01:30-02:00,0.0,low
196,389,Jan,02:00-02:30,2.0,high
197,389,Jan,02:30-03:00,0.0,low
198,389,Jan,03:00-03:30,0.0,low
199,389,Jan,03:30-04:00,0.0,low
200,389,Jan,04:00-04:30,0.0,low
201,389,Jan,04:30-05:00,1.0,mid
202,389,Jan,05:00-05:30,0.0,low
203,389,Jan,05:30-06:00,0.0,low
204,389,Jan,06:00-06:30,0.0,low
205,389,Jan,06:30-07:00,2.0,high
206,389,Jan,07:00-07:30,0.0,low
207,389,Jan,07:30-08:00,1.0,mid
208,389,Jan,08:00-08:30,2.0,high
209,389,Jan,08:30-09:00,1.0,mid
210,389,Jan,09:00-09:30,4.0,high
211,389,Jan,09:30-10:00,2.0,high
212,389,Jan,10:00-10:30,0.0,low
213,389,Jan,10:30-11:00,1.0,mid
214,389,Jan,11:00-11:30,0.0,low
215,389,Jan,11:30-12:00,3.0,high
216,389,Jan,12:00-12:30,5.0,high
217,389,Jan,12:30-13:00,4.0,high
218,389,Jan,13:00-13:30,4.0,high
219,389,Jan,13:30-14:00,6.0,high
220,389,Jan,14:00-14:30,2.0,high
221,389,Jan,14:30-15:00,1.0,mid
222,389,Jan,15:00-15:30,6.0,high
223,389,Jan,15:30-16:00,5.0,high
224,389,Jan,16:00-16:30,4.0,high
225,389,Jan,16:30-17:00,5.0,high
226,389,Jan,17:00-17:30,2.0,high
227,389,Jan,17:30-18:00,2.0,high
228,389,Jan,18:00-18:30,4.0,high
229,389,Jan,18:30-19:00,4.0,high
230,389,Jan,19:00-19:30,2.0,high
231,389,Jan,19:30-20:00,7.0,extreme
232,389,Jan,20:00-20:30,4.0,high
233,389,Jan,20:30-21:00,7.0,extreme
234,389,Jan,21:00-21:30,6.0,high
235,389,Jan,21:30-22:00,8.0,extreme
236,389,Jan,22:00-22:30,7.0,extreme
237,389,Jan,22:30-23:00,2.0,high
238,389,Jan,23:00-23:30,2.0,high
239,389,Jan,23:30-24:00,2.0,high
240,389,Jul,00:00-00:30,1.0,mid
241,389,Jul,00:30-01:00,3.0,high
242,389,Jul,01:00-01:30,0.0,low
243,389,Jul,01:30-02:00,0.0,low
244,389,Jul,02:00-02:30,0.0,low
245,389,Jul,02:30-03:00,1.0,mid
246,389,Jul,03:00-03:30,0.0,low
247,389,Jul,03:30-04:00,1.0,mid
248,389,Jul,04:00-04:30,3.0,high
249,389,Jul,04:30-05:00,1.0,mid
250,389,Jul,05:00-05:30,0.0,low
251,389,Jul,05:30-06:00,1.0,mid
252,389,Jul,06:00-06:30,0.0,low
253,389,Jul,06:30-07:00,3.0,high
254,389,Jul,07:00-07:30,6.0,high
255,389,Jul,07:30-08:00,7.0,extreme
256,389,Jul,08:00-08:30,5.0,high
257,389,Jul,08:30-09:00,7.0,extreme
258,389,Jul,09:00-09:30,5.0,high
259,389,Jul,09:30-10:00,12.0,extreme
260,389,Jul,10:00-10:30,11.0,extreme
261,389,Jul,10:30-11:00,5.0,high
262,389,Jul,11:00-11:30,12.0,extreme
263,389,Jul,11:30-12:00,12.0,extreme
264,389,Jul,12:00-12:30,3.0,high
265,389,Jul,12:30-13:00,10.0,extreme
266,389,Jul,13:00-13:30,11.0,extreme
267,389,Jul,13:30-14:00,6.0,high
268,389,Jul,14:00-14:30,5.0,high
269,389,Jul,14:30-15:00,5.0,high
270,389,Jul,15:00-15:30,8.0,extreme
271,389,Jul,15:30-16:00,7.0,extreme
272,389,Jul,16:00-16:30,6.0,high
273,389,Jul,16:30-17:00,6.0,high
274,389,Jul,17:00-17:30,15.0,extreme
275,389,Jul,17:30-18:00,10.0,extreme
276,389,Jul,18:00-18:30,5.0,high
277,389,Jul,18:30-19:00,3.0,high
278,389,Jul,19:00-19:30,8.0,extreme
279,389,Jul,19:30-20:00,5.0,high
280,389,Jul,20:00-20:30,5.0,high
281,389,Jul,20:30-21:00,7.0,extreme
282,389,Jul,21:00-21:30,5.0,high
283,389,Jul,21:30-22:00,2.0,high
284,389,Jul,22:00-22:30,1.0,mid
285,389,Jul,22:30-23:00,2.0,high
286,389,Jul,23:00-23:30,0.0,low
287,389,Jul,23:30-24:00,0.0,low
288,389,Jun,00:00-00:30,0.0,low
289,389,Jun,00:30-01:00,1.0,mid
290,389,Jun,01:00-01:30,0.0,low
291,389,Jun,01:30-02:00,1.0,mid
292,389,Jun,02:00-02:30,0.0,low
293,389,Jun,02:30-03:00,0.0,low
294,389,Jun,03:00-03:30,2.0,high
295,389,Jun,03:30-04:00,1.0,mid
296,389,Jun,04:00-04:30,1.0,mid
297,389,Jun,04:30-05:00,0.0,low
298,389,Jun,05:00-05:30,0.0,low
299,389,Jun,05:30-06:00,0.0,low
300,389,Jun,06:00-06:30,2.0,high
301,389,Jun,06:30-07:00,3.0,high
302,389,Jun,07:00-07:30,2.0,high
303,389,Jun,07:30-08:00,4.0,high
304,389,Jun,08:00-08:30,2.0,high
305,389,Jun,08:30-09:00,6.0,high
306,389,Jun,09:00-09:30,2.0,high
307,389,Jun,09:30-10:00,4.0,high
308,389,Jun,10:00-10:30,1.0,mid
309,389,Jun,10:30-11:00,5.0,high
310,389,Jun,11:00-11:30,5.0,high
311,389,Jun,11:30-12:00,3.0,high
312,389,Jun,12:00-12:30,5.0,high
313,389,Jun,12:30-13:00,2.0,high
314,389,Jun,13:00-13:30,5.0,high
315,389,Jun,13:30-14:00,5.0,high
316,389,Jun,14:00-14:30,2.0,high
317,389,Jun,14:30-15:00,4.0,high
318,389,Jun,15:00-15:30,2.0,high
319,389,Jun,15:30-16:00,10.0,extreme
320,389,Jun,16:00-16:30,8.0,extreme
321,389,Jun,16:30-17:00,2.0,high
322,389,Jun,17:00-17:30,7.0,extreme
323,389,Jun,17:30-18:00,5.0,high
324,389,Jun,18:00-18:30,11.0,extreme
325,389,Jun,18:30-19:00,5.0,high
326,389,Jun,19:00-19:30,5.0,high
327,389,Jun,19:30-20:00,5.0,high
328,389,Jun,20:00-20:30,3.0,high
329,389,Jun,20:30-21:00,4.0,high
330,389,Jun,21:00-21:30,4.0,high
331,389,Jun,21:30-22:00,1.0,mid
332,389,Jun,22:00-22:30,0.0,low
333,389,Jun,22:30-23:00,2.0,high
334,389,Jun,23:00-23:30,1.0,mid
335,389,Jun,23:30-24:00,0.0,low
336,389,Mar,00:00-00:30,0.0,low
337,389,Mar,00:30-01:00,0.0,low
338,389,Mar,01:00-01:30,0.0,low
339,389,Mar,01:30-02:00,0.0,low
340,389,Mar,02:00-02:30,0.0,low
341,389,Mar,02:30-03:00,1.0,mid
342,389,Mar,03:00-03:30,1.0,mid
343,389,Mar,03:30-04:00,0.0,low
344,389,Mar,04:00-04:30,1.0,mid
345,389,Mar,04:30-05:00,0.0,low
346,389,Mar,05:00-05:30,1.0,mid
347,389,Mar,05:30-06:00,1.0,mid
348,389,Mar,06:00-06:30,0.0,low
349,389,Mar,06:30-07:00,0.0,low
350,389,Mar,07:00-07:30,0.0,low
351,389,Mar,07:30-08:00,1.0,mid
352,389,Mar,08:00-08:30,0.0,low
353,389,Mar,08:30-09:00,0.0,low
354,389,Mar,09:00-09:30,2.0,high
355,389,Mar,09:30-10:00,1.0,mid
356,389,Mar,10:00-10:30,1.0,mid
357,389,Mar,10:30-11:00,1.0,mid
358,389,Mar,11:00-11:30,2.0,high
359,389,Mar,11:30-12:00,2.0,high
360,389,Mar,12:00-12:30,3.0,high
361,389,Mar,12:30-13:00,5.0,high
362,389,Mar,13:00-13:30,1.0,mid
363,389,Mar,13:30-14:00,5.0,high
364,389,Mar,14:00-14:30,2.0,high
365,389,Mar,14:30-15:00,2.0,high
366,389,Mar,15:00-15:30,6.0,high
367,389,Mar,15:30-16:00,4.0,high
368,389,Mar,16:00-16:30,2.0,high
369,389,Mar,16:30-17:00,3.0,high
370,389,Mar,17:00-17:30,7.0,extreme
371,389,Mar,17:30-18:00,5.0,high
372,389,Mar,18:00-18:30,5.0,high
373,389,Mar,18:30-19:00,3.0,high
374,389,Mar,19:00-19:30,2.0,high
375,389,Mar,19:30-20:00,8.0,extreme
376,389,Mar,20:00-20:30,3.0,high
377,389,Mar,20:30-21:00,0.0,low
378,389,Mar,21:00-21:30,1.0,mid
379,389,Mar,21:30-22:00,2.0,high
380,389,Mar,22:00-22:30,3.0,high
381,389,Mar,22:30-23:00,1.0,mid
382,389,Mar,23:00-23:30,0.0,low
383,389,Mar,23:30-24:00,1.0,mid
384,389,May,00:00-00:30,0.0,low
385,389,May,00:30-01:00,0.0,low
386,389,May,01:00-01:30,0.0,low
387,389,May,01:30-02:00,0.0,low
388,389,May,02:00-02:30,0.0,low
389,389,May,02:30-03:00,1.0,mid
390,389,May,03:00-03:30,0.0,low
391,389,May,03:30-04:00,0.0,low
392,389,May,04:00-04:30,1.0,mid
393,389,May,04:30-05:00,2.0,high
394,389,May,05:00-05:30,0.0,low
395,389,May,05:30-06:00,0.0,low
396,389,May,06:00-06:30,1.0,mid
397,389,May,06:30-07:00,1.0,mid
398,389,May,07:00-07:30,1.0,mid
399,389,May,07:30-08:00,5.0,high
400,389,May,08:00-08:30,5.0,high
401,389,May,08:30-09:00,3.0,high
402,389,May,09:00-09:30,2.0,high
403,389,May,09:30-10:00,5.0,high
404,389,May,10:00-10:30,1.0,mid
405,389,May,10:30-11:00,1.0,mid
406,389,May,11:00-11:30,3.0,high
407,389,May,11:30-12:00,0.0,low
408,389,May,12:00-12:30,4.0,high
409,389,May,12:30-13:00,1.0,mid
410,389,May,13:00-13:30,1.0,mid
411,389,May,13:30-14:00,5.0,high
412,389,May,14:00-14:30,2.0,high
413,389,May,14:30-15:00,10.0,extreme
414,389,May,15:00-15:30,4.0,high
415,389,May,15:30-16:00,3.0,high
416,389,May,16:00-16:30,5.0,high
417,389,May,16:30-17:00,5.0,high
418,389,May,17:00-17:30,5.0,high
419,389,May,17:30-18:00,1.0,mid
420,389,May,18:00-18:30,5.0,high
421,389,May,18:30-19:00,2.0,high
422,389,May,19:00-19:30,2.0,high
423,389,May,19:30-20:00,4.0,high
424,389,May,20:00-20:30,2.0,high
425,389,May,20:30-21:00,2.0,high
426,389,May,21:00-21:30,4.0,high
427,389,May,21:30-22:00,2.0,high
428,389,May,22:00-22:30,0.0,low
429,389,May,22:30-23:00,1.0,mid
430,389,May,23:00-23:30,3.0,high
431,389,May,23:30-24:00,0.0,low
432,389,Nov,00:00-00:30,1.0,mid
433,389,Nov,00:30-01:00,2.0,high
434,389,Nov,01:00-01:30,1.0,mid
435,389,Nov,01:30-02:00,0.0,low
436,389,Nov,02:00-02:30,0.0,low
437,389,Nov,02:30-03:00,0.0,low
438,389,Nov,03:00-03:30,1.0,mid
439,389,Nov,03:30-04:00,1.0,mid
440,389,Nov,04:00-04:30,1.0,mid
441,389,Nov,04:30-05:00,5.0,high
442,389,Nov,05:00-05:30,2.0,high
443,389,Nov,05:30-06:00,0.0,low
444,389,Nov,06:00-06:30,1.0,mid
445,389,Nov,06:30-07:00,3.0,high
446,389,Nov,07:00-07:30,2.0,high
447,389,Nov,07:30-08:00,6.0,high
448,389,Nov,08:00-08:30,2.0,high
449,389,Nov,08:30-09:00,3.0,high
450,389,Nov,09:00-09:30,1.0,mid
451,389,Nov,09:30-10:00,6.0,high
452,389,Nov,10:00-10:30,9.0,extreme
453,389,Nov,10:30-11:00,5.0,high
454,389,Nov,11:00-11:30,6.0,high
455,389,Nov,11:30-12:00,4.0,high
456,389,Nov,12:00-12:30,6.0,high
457,389,Nov,12:30-13:00,7.0,extreme
458,389,Nov,13:00-13:30,9.0,extreme
459,389,Nov,13:30-14:00,8.0,extreme
460,389,Nov,14:00-14:30,5.0,high
461,389,Nov,14:30-15:00,6.0,high
462,389,Nov,15:00-15:30,7.0,extreme
463,389,Nov,15:30-16:00,8.0,extreme
464,389,Nov,16:00-16:30,7.0,extreme
465,389,Nov,16:30-17:00,7.0,extreme
466,389,Nov,17:00-17:30,10.0,extreme
467,389,Nov,17:30-18:00,6.0,high
468,389,Nov,18:00-18:30,7.0,extreme
469,389,Nov,18:30-19:00,5.0,high
470,389,Nov,19:00-19:30,7.0,extreme
471,389,Nov,19:30-20:00,11.0,extreme
472,389,Nov,20:00-20:30,9.0,extreme
473,389,Nov,20:30-21:00,3.0,high
474,389,Nov,21:00-21:30,7.0,extreme
475,389,Nov,21:30-22:00,9.0,extreme
476,389,Nov,22:00-22:30,5.0,high
477,389,Nov,22:30-23:00,4.0,high
478,389,Nov,23:00-23:30,3.0,high
479,389,Nov,23:30-24:00,1.0,mid
480,389,Oct,00:00-00:30,1.0,mid
481,389,Oct,00:30-01:00,0.0,low
482,389,Oct,01:00-01:30,0.0,low
483,389,Oct,01:30-02:00,0.0,low
484,389,Oct,02:00-02:30,0.0,low
485,389,Oct,02:30-03:00,0.0,low
486,389,Oct,03:00-03:30,2.0,high
487,389,Oct,03:30-04:00,3.0,high
488,389,Oct,04:00-04:30,0.0,low
489,389,Oct,04:30-05:00,1.0,mid
490,389,Oct,05:00-05:30,3.0,high
491,389,Oct,05:30-06:00,3.0,high
492,389,Oct,06:00-06:30,3.0,high
493,389,Oct,06:30-07:00,2.0,high
494,389,Oct,07:00-07:30,2.0,high
495,389,Oct,07:30-08:00,4.0,high
496,389,Oct,08:00-08:30,6.0,high
497,389,Oct,08:30-09:00,6.0,high
498,389,Oct,09:00-09:30,5.0,high
499,389,Oct,09:30-10:00,8.0,extreme
500,389,Oct,10:00-10:30,2.0,high
501,389,Oct,10:30-11:00,10.0,extreme
502,389,Oct,11:00-11:30,8.0,extreme
503,389,Oct,11:30-12:00,7.0,extreme
504,389,Oct,12:00-12:30,4.0,high
505,389,Oct,12:30-13:00,7.0,extreme
506,389,Oct,13:00-13:30,5.0,high
507,389,Oct,13:30-14:00,5.0,high
508,389,Oct,14:00-14:30,8.0,extreme
509,389,Oct,14:30-15:00,11.0,extreme
510,389,Oct,15:00-15:30,3.0,high
511,389,Oct,15:30-16:00,8.0,extreme
512,389,Oct,16:00-16:30,10.0,extreme
513,389,Oct,16:30-17:00,8.0,extreme
514,389,Oct,17:00-17:30,13.0,extreme
515,389,Oct,17:30-18:00,8.0,extreme
516,389,Oct,18:00-18:30,4.0,high
517,389,Oct,18:30-19:00,5.0,high
518,389,Oct,19:00-19:30,9.0,extreme
519,389,Oct,19:30-20:00,7.0,extreme
520,389,Oct,20:00-20:30,6.0,high
521,389,Oct,20:30-21:00,4.0,high
522,389,Oct,21:00-21:30,5.0,high
523,389,Oct,21:30-22:00,2.0,high
524,389,Oct,22:00-22:30,5.0,high
525,389,Oct,22:30-23:00,3.0,high
526,389,Oct,23:00-23:30,0.0,low
527,389,Oct,23:30-24:00,0.0,low
528,389,Sep,00:00-00:30,1.0,mid
529,389,Sep,00:30-01:00,0.0,low
530,389,Sep,01:00-01:30,0.0,low
531,389,Sep,01:30-02:00,0.0,low
532,389,Sep,02:00-02:30,0.0,low
533,389,Sep,02:30-03:00,0.0,low
534,389,Sep,03:00-03:30,3.0,high
535,389,Sep,03:30-04:00,4.0,high
536,389,Sep,04:00-04:30,1.0,mid
537,389,Sep,04:30-05:00,0.0,low
538,389,Sep,05:00-05:30,0.0,low
539,389,Sep,05:30-06:00,4.0,high
540,389,Sep,06:00-06:30,2.0,high
541,389,Sep,06:30-07:00,2.0,high
542,389,Sep,07:00-07:30,1.0,mid
543,389,Sep,07:30-08:00,8.0,extreme
544,389,Sep,08:00-08:30,7.0,extreme
545,389,Sep,08:30-09:00,1.0,mid
546,389,Sep,09:00-09:30,9.0,extreme
547,389,Sep,09:30-10:00,11.0,extreme
548,389,Sep,10:00-10:30,2.0,high
549,389,Sep,10:30-11:00,5.0,high
550,389,Sep,11:00-11:30,11.0,extreme
551,389,Sep,11:30-12:00,9.0,extreme
552,389,Sep,12:00-12:30,5.0,high
553,389,Sep,12:30-13:00,3.0,high
554,389,Sep,13:00-13:30,5.0,high
555,389,Sep,13:30-14:00,7.0,extreme
556,389,Sep,14:00-14:30,8.0,extreme
557,389,Sep,14:30-15:00,6.0,high
558,389,Sep,15:00-15:30,8.0,extreme
559,389,Sep,15:30-16:00,15.0,extreme
560,389,Sep,16:00-16:30,6.0,high
561,389,Sep,16:30-17:00,7.0,extreme
562,389,Sep,17:00-17:30,6.0,high
563,389,Sep,17:30-18:00,7.0,extreme
564,389,Sep,18:00-18:30,9.0,extreme
565,389,Sep,18:30-19:00,12.0,extreme
566,389,Sep,19:00-19:30,11.0,extreme
567,389,Sep,19:30-20:00,12.0,extreme
568,389,Sep,20:00-20:30,4.0,high
569,389,Sep,20:30-21:00,6.0,high
570,389,Sep,21:00-21:30,10.0,extreme
571,389,Sep,21:30-22:00,3.0,high
572,389,Sep,22:00-22:30,1.0,mid
573,389,Sep,22:30-23:00,2.0,high
574,389,Sep,23:00-23:30,0.0,low
575,389,Sep,23:30-24:00,0.0,low
576,906,Apr,00:00-00:30,0.0,low
577,906,Apr,00:30-01:00,0.0,low
578,906,Apr,01:00-01:30,0.0,low
579,906,Apr,01:30-02:00,0.0,low
580,906,Apr,02:00-02:30,0.0,low
581,906,Apr,02:30-03:00,0.0,low
582,906,Apr,03:00-03:30,0.0,low
583,906,Apr,03:30-04:00,0.0,low
584,906,Apr,04:00-04:30,0.0,low
585,906,Apr,04:30-05:00,1.0,mid
586,906,Apr,05:00-05:30,0.0,low
587,906,Apr,05:30-06:00,4.0,high
588,906,Apr,06:00-06:30,1.0,mid
589,906,Apr,06:30-07:00,5.0,high
590,906,Apr,07:00-07:30,3.0,high
591,906,Apr,07:30-08:00,3.0,high
592,906,Apr,08:00-08:30,3.0,high
593,906,Apr,08:30-09:00,1.0,mid
594,906,Apr,09:00-09:30,2.0,high
595,906,Apr,09:30-10:00,3.0,high
596,906,Apr,10:00-10:30,2.0,high
597,906,Apr,10:30-11:00,4.0,high
598,906,Apr,11:00-11:30,4.0,high
599,906,Apr,11:30-12:00,1.0,mid
600,906,Apr,12:00-12:30,0.0,low
601,906,Apr,12:30-13:00,2.0,high
602,906,Apr,13:00-13:30,0.0,low
603,906,Apr,13:30-14:00,0.0,low
604,906,Apr,14:00-14:30,0.0,low
605,906,Apr,14:30-15:00,1.0,mid
606,906,Apr,15:00-15:30,4.0,high
607,906,Apr,15:30-16:00,0.0,low
608,906,Apr,16:00-16:30,2.0,high
609,906,Apr,16:30-17:00,3.0,high
610,906,Apr,17:00-17:30,5.0,high
611,906,Apr,17:30-18:00,0.0,low
612,906,Apr,18:00-18:30,2.0,high
613,906,Apr,18:30-19:00,1.0,mid
614,906,Apr,19:00-19:30,2.0,high
615,906,Apr,19:30-20:00,2.0,high
616,906,Apr,20:00-20:30,0.0,low
617,906,Apr,20:30-21:00,1.0,mid
618,906,Apr,21:00-21:30,3.0,high
619,906,Apr,21:30-22:00,0.0,low
620,906,Apr,22:00-22:30,0.0,low
621,906,Apr,22:30-23:00,0.0,low
622,906,Apr,23:00-23:30,0.0,low
623,906,Apr,23:30-24:00,0.0,low
624,906,Aug,00:00-00:30,0.0,low
